"user_id","num_clicks","num_sessions","avg_session_duration","booking_rate","cancellation_rate","avg_clicks_per_session","age","gender","married","has_children","home_country","home_city","years_spent_on_traveltide","user_id","num_trips","num_flights","money_spent_hotel","avg_days_before_trip","avg_km_flown","money_spent_flight","avg_spending_per_trip","avg_trip_duration_days","flight_hotel_combo_rate","avg_seats_per_flight","discount_utilization_rate","avg_flight_discount","max_distance_traveled"
"328590","438","11","826.18","54.54545454545454","9.090909090909092","39.82","56","F","false","false","usa","san diego","2","328590","4","8","2755.25","8","3118","3225.19","1404.2900000000000000","4","75","2","25","","4007.7182396420503"
"330764","423","11","804.64","54.54545454545454","9.090909090909092","38.45","39","F","false","false","usa","detroit","2","330764","4","2","2534","11","783","138.87","139.7175000000000000","5","25","1","25","0.15000000000000000000","782.9844805235647"
"330893","171","11","115.91","27.27272727272727","0","15.55","43","F","true","true","usa","oklahoma city","2","330893","3","6","750","5","1603","861.61","537.2033333333333333","2","100","1","0","","2236.7675044303173"
"331039","249","11","478.31","27.27272727272727","9.090909090909092","22.64","45","F","true","true","canada","london","2","331039","1","2","235","7","656","134.97","369.9700000000000000","1","100","1","0","","655.9464303871754"
"334787","199","11","133.91","45.45454545454545","0","18.09","53","F","false","false","usa","minneapolis","2","334787","5","10","1459","6","1517","1843.9365","660.5873000000000000","2","100","1","40","0.07500000000000000000","1779.653199198282"
"337227","116","10","85.90","10","0","11.60","35","F","true","false","usa","santa ana","2","337227","1","2","470","29","124","44.78","514.7800000000000000","10","100","2","0","","124.30668531453887"
"338086","197","12","122.92","33.33333333333333","0","16.42","40","F","false","true","usa","washington","2","338086","4","8","966.0","7","2335","3398.94","1091.2350000000000000","1","100","2","25","","3507.8788832820014"
"340166","101","11","68.27","9.090909090909092","0","9.18","51","M","true","true","usa","san francisco","2","340166","1","0","474","","","","","2","0","","0","",""
"343928","161","10","118.80","40","0","16.10","65","F","true","false","usa","el paso","2","343928","4","8","2431","101","6069","5000.57","836.0125000000000000","5","75","2","25","0.20000000000000000000","20257.60178933516"
"347778","298","13","170.85","69.23076923076923","0","22.92","50","F","false","false","usa","las vegas","2","347778","9","16","9558.0","6","2998","6087.451","1195.1234444444444444","3","77.77777777777779","1","22.22222222222222","0.10000000000000000000","3732.328498219322"
"348817","183","10","134.60","60","0","18.30","29","F","false","false","canada","calgary","2","348817","6","8","3450.45","6","2407","1759.98","686.0716666666666667","3","66.66666666666666","1","16.666666666666664","","3040.9760479434613"
"349132","166","11","112.45","45.45454545454545","0","15.09","49","F","false","false","usa","cincinnati","2","349132","5","6","4811.1","6","1712","1121.2145","622.4429000000000000","5","60","2","60","0.17500000000000000000","2971.6695671140433"
"350648","313","9","732.39","33.33333333333333","11.11111111111111","34.78","18","F","false","false","usa","lincoln","2","350648","1","2","1950","84","1169","166.53","2116.5300000000000000","11","100","1","0","","1169.3234925960523"
"353271","113","10","84.60","20","0","11.30","27","F","false","true","usa","milwaukee","2","353271","2","4","1921","17","8428","2940.19","2430.5950000000000000","9","100","2","0","","15678.89681654871"
"353694","118","9","97.22","33.33333333333333","0","13.11","40","F","false","true","usa","new york","2","353694","3","5","3009","33","6206","2809.1715","1939.3905000000000000","7","100","1","33.33333333333333","0.05000000000000000000","15944.969651515226"
"354050","218","11","147.45","54.54545454545454","0","19.82","50","F","false","false","usa","detroit","2","354050","6","11","2354.60","9","1801","1993.5060","724.6843333333333333","3","100","1","33.33333333333333","0.05000000000000000000","3244.19923565141"
"354260","132","9","108.78","33.33333333333333","0","14.67","50","F","false","false","usa","providence","2","354260","3","6","520","35","2558","1403.36","320.2833333333333333","3","33.33333333333333","1","0","","4045.2551058417944"
"354311","113","11","77.00","18.181818181818183","0","10.27","46","F","true","false","usa","tucson","2","354311","2","4","291","7","3239","1072.89","442.0750000000000000","4","50","1","0","","3617.3127376907714"
"354950","119","9","99.44","22.22222222222222","0","13.22","54","M","true","false","usa","amarillo","2","354950","2","4","2634","45","2613","1300.22","1967.1100000000000000","10","100","2","0","","2618.462362173801"
"356046","146","10","108.90","40","0","14.60","35","F","false","false","canada","ottawa","2","356046","4","8","2061.3","8","1855","1506.4645","891.9411250000000000","4","100","1","25","0.15000000000000000000","3155.5161026939854"
"357737","506","12","787.08","75","8.333333333333332","42.17","42","F","true","true","usa","san diego","2","357737","7","12","2280.10","7","2615","2714.80","631.6571428571428571","3","85.71428571428571","1","28.57142857142857","","4154.468710785126"
"359072","424","13","666.75","46.15384615384615","7.6923076923076925","32.62","51","F","true","true","canada","montreal","2","359072","4","8","1069","8","1213","1626.83","673.9575000000000000","2","100","1","0","","3675.523570801859"
"359080","206","11","140.73","63.63636363636363","0","18.73","42","F","true","false","usa","new york","2","359080","7","12","6415","54","3862","5990.94","361.5185714285714286","3","42.857142857142854","1","14.285714285714285","","11030.110478439852"
"359653","198","11","133.73","45.45454545454545","0","18.00","55","M","false","false","canada","victoria","2","359653","5","10","1050.2","7","2132","1977.41","605.5220000000000000","1","100","1","20","","2686.158832906639"
"361459","81","12","51.08","8.333333333333332","0","6.75","42","F","true","true","usa","houston","2","361459","1","2","165","6","2404","393.91","558.9100000000000000","2","100","1","0","","2403.5430407745216"
"361759","169","12","104.33","41.66666666666667","0","14.08","53","F","true","false","canada","winnipeg","2","361759","5","10","119.70","18","3337","4148.62","282.9440000000000000","1","60","1","20","","8152.043455354692"
"363535","291","11","648.25","45.45454545454545","9.090909090909092","26.45","31","F","false","false","usa","charlotte","2","363535","3","5","355","11","1695","848.096","401.0320000000000000","2","100","1","33.33333333333333","0.10000000000000000000","2862.2797468793046"
"365825","425","10","887.00","50","10","42.50","45","F","false","false","usa","los angeles","2","365825","3","3","3700","8","1152","238.14","814.0466666666666667","7","66.66666666666666","1","0","","1920.5648960146675"
"371201","166","10","122.80","20","0","16.60","28","M","false","true","usa","new york","2","371201","2","4","138","8","2480","904.87","421.7000000000000000","3","50","1","0","","3899.9156856722752"
"372970","122","9","102.22","33.33333333333333","0","13.56","34","F","false","false","usa","charlotte","2","372970","3","6","1448","32","8434","3945.72","1797.9066666666666667","3","100","1","0","","17204.592676000273"
"373489","171","12","105.25","25","0","14.25","37","F","true","true","usa","wichita","2","373489","3","4","9393","140","10990","6386.6225","2270.8275000000000000","17","33.33333333333333","4","33.33333333333333","0.25000000000000000000","20504.143209543832"
"374331","383","11","780.64","36.36363636363637","9.090909090909092","34.82","42","M","false","false","usa","milwaukee","2","374331","2","2","7380","6","130","22.38","341.1900000000000000","9","50","1","0","","129.62257755633277"
"374340","158","12","98.50","16.666666666666664","0","13.17","35","F","true","false","usa","new york","2","374340","2","2","1122","336","16455","3966.19","","11","0","2","50","","16455.388252489083"
"374341","128","9","106.22","44.44444444444444","0","14.22","26","F","false","false","usa","detroit","2","374341","4","2","8540","57","11589","4265.3","1491.3250000000000000","10","25","2","0","","11589.26521759849"
"375160","79","11","53.00","9.090909090909092","0","7.18","21","F","false","false","usa","houston","2","375160","1","0","12144","","","","","23","0","","0","",""
"375729","191","12","117.50","41.66666666666667","0","15.92","53","F","false","false","usa","atlanta","2","375729","5","10","3039","6","1485","1210.315","831.8324000000000000","4","80","1","60","0.13333333333333333333","3145.8750359773235"
"375751","291","11","195.45","27.27272727272727","0","26.45","50","F","true","false","usa","cleveland","2","375751","3","6","999","8","1322","707.56","466.7833333333333333","3","66.66666666666666","1","0","","1815.5820896516323"
"376159","139","10","103.90","30","0","13.90","42","F","false","false","usa","long beach","2","376159","3","4","1624","9","2068","729.94","652.6466666666666667","4","66.66666666666666","1","0","","2175.006152558628"
"377411","167","11","113.09","27.27272727272727","0","15.18","38","F","true","false","canada","montreal","2","377411","3","6","1026","5","2224","1666.646","897.5486666666666667","2","100","1","33.33333333333333","0.20000000000000000000","3685.8077529473426"
"378565","174","10","130.10","70","0","17.40","41","F","true","true","usa","nashville","2","378565","7","8","9160","8","1806","1197.1875","264.5197142857142857","8","42.857142857142854","1","57.14285714285714","0.10000000000000000000","2860.170008849762"
"379543","155","10","115.00","50","0","15.50","56","F","true","false","usa","san jose","2","379543","5","8","2229","7","1931","1362.28","637.2560000000000000","3","80","1","0","","3637.5212955408133"
"380434","169","12","103.83","41.66666666666667","0","14.08","50","F","true","true","usa","oklahoma city","2","380434","5","10","2054","8","1822","1600.5375","730.9075000000000000","3","100","1","20","0.15000000000000000000","2629.1940373784723"
"380436","171","10","126.10","30","0","17.10","45","F","false","false","usa","new york","2","380436","3","6","1728.0","8","1367","683.2060","803.7353333333333333","5","100","1","66.66666666666666","0.05000000000000000000","2206.2513194415897"
"380757","162","11","109.91","45.45454545454545","0","14.73","46","F","false","true","usa","los angeles","2","380757","5","9","2005.35","9","1819","1250.75","651.2200000000000000","4","100","1","20","","4345.230725968525"
"380874","208","12","128.75","41.66666666666667","0","17.33","54","F","true","false","usa","louisville","2","380874","5","10","405.60","7","995","961.71","264.8500000000000000","2","80","1","60","","3207.3912054566035"
"380949","466","11","834.45","63.63636363636363","9.090909090909092","42.36","46","F","false","false","usa","san antonio","2","380949","5","10","2758","6","2190","1949.62","868.5040000000000000","4","80","1","0","","3052.8271507932945"
"381259","110","9","91.67","22.22222222222222","0","12.22","21","F","false","true","usa","san diego","2","381259","2","4","68","31","2860","1065.32","393.7400000000000000","2","50","1","0","","3816.768005261937"
"381465","272","10","355.24","60","10","27.20","34","F","false","false","usa","san antonio","2","381465","4","4","2976","45","4806","1907.96","122.7175000000000000","10","25","1","25","0.10000000000000000000","7900.519188843585"
"382181","166","11","111.27","45.45454545454545","0","15.09","36","F","true","false","canada","halifax","2","382181","5","10","3168","6","2340","2100.02","972.3640000000000000","8","60","1","20","","4493.294229690462"
"382384","104","10","77.80","20","0","10.40","57","F","true","false","usa","st. petersburg","2","382384","2","4","274","8","1391","486.69","380.3450000000000000","1","100","1","0","","1542.5621554677334"
"385689","127","11","86.18","45.45454545454545","0","11.55","50","F","false","true","usa","nashville","2","385689","5","6","4343","7","1940","1238.843","518.3686000000000000","5","60","1","40","0.15000000000000000000","3169.094415174716"
"386255","102","11","68.82","18.181818181818183","0","9.27","32","F","false","true","usa","mobile","2","386255","2","2","2454","13","2403","432.53","371.2650000000000000","3","50","1","0","","2402.812436537564"
"386469","122","10","90.60","10","0","12.20","18","F","false","false","usa","stockton","2","386469","1","0","4970","","","","","10","0","","0","",""
"386914","339","12","686.75","33.33333333333333","8.333333333333332","28.25","46","F","true","true","canada","hamilton","2","386914","2","4","934.8","7","1747","693.18","813.9900000000000000","3","100","1","50","","2841.195156375987"
"387282","109","9","89.11","22.22222222222222","0","12.11","30","F","false","true","usa","amarillo","2","387282","2","2","4440.0","57","2245","342.11","609.0550000000000000","8","50","1","50","","2245.0832729682165"
"387783","98","9","80.56","44.44444444444444","0","10.89","54","M","true","true","usa","oakland","2","387783","4","4","2649","32","3136","3216.97","107.8150000000000000","5","25","3","0","","3976.1260221649604"
"388328","151","10","111.40","60","0","15.10","50","F","true","true","canada","toronto","2","388328","6","8","4770.9","19","2555","2823.69","301.2666666666666667","5","50","2","33.33333333333333","0.05000000000000000000","3461.9394245842004"
"388767","144","10","107.90","30","0","14.40","45","F","true","true","usa","tallahassee","2","388767","3","4","3244","6","1499","520.60","848.8666666666666667","7","66.66666666666666","1","0","","2119.043462511673"
"388947","124","11","84.09","36.36363636363637","0","11.27","41","M","false","false","usa","new york","2","388947","4","8","684","7","2081","1405.2185","317.2700000000000000","2","50","1","25","0.15000000000000000000","4137.543715280187"
"389434","495","10","939.20","80","10","49.50","42","F","false","false","usa","new york","2","389434","6","12","1487.2","6","2362","2564.990","675.3650000000000000","2","100","1","33.33333333333333","0.20000000000000000000","3826.3093349493297"
"389662","268","10","199.20","50","0","26.80","39","F","false","false","usa","fresno","2","389662","5","8","1028","7","2188","1516.113","406.5186000000000000","2","60","1","20","0.10000000000000000000","2901.0179871209575"
"389759","186","9","152.78","44.44444444444444","0","20.67","33","F","false","true","usa","anchorage","2","389759","4","8","6092","18","4031","3976.711","2517.1777500000000000","5","100","2","25","0.10000000000000000000","5005.122200963122"
"390811","195","12","120.75","50","0","16.25","41","F","false","false","usa","los angeles","2","390811","6","12","2258","9","2827","2928.39","864.3983333333333333","4","100","1","0","","4183.68105154044"
"392453","118","11","79.18","18.181818181818183","0","10.73","58","F","false","false","usa","el paso","2","392453","2","4","1215","7","2468","759.2110","987.1055000000000000","6","100","1","50","0.05000000000000000000","2501.8639303522496"
"395202","88","10","65.80","20","0","8.80","27","F","false","false","usa","san jose","2","395202","2","0","4791","","","","","11","0","","0","",""
"395981","142","11","96.73","36.36363636363637","0","12.91","52","F","true","false","canada","vancouver","2","395981","4","6","9449","9","2643","1777.898","794.2245000000000000","3","75","1","50","0.15000000000000000000","3213.1499655797543"
"396552","146","12","90.25","41.66666666666667","0","12.17","45","F","true","false","canada","london","2","396552","5","6","2191.5","8","1557","824.85","254.9700000000000000","2","80","1","20","","3192.2257673899608"
"399137","176","9","144.89","55.55555555555556","0","19.56","54","F","true","false","usa","dallas","2","399137","5","6","6424","33","2074","1478.52","307.8940000000000000","4","40","1","20","0.25000000000000000000","2323.035545263628"
"399218","145","11","99.00","27.27272727272727","0","13.18","44","F","true","true","usa","fort worth","2","399218","3","6","246.00","6","931","497.03","108.1766666666666667","1","66.66666666666666","1","33.33333333333333","","2369.0295448625907"
"399799","229","12","140.92","58.333333333333336","0","19.08","55","F","true","false","canada","toronto","2","399799","7","7","3090.0","6","2009","1361.20","281.4571428571428571","6","57.14285714285714","1","28.57142857142857","0.30000000000000000000","3493.585729696165"
"400275","108","10","80.70","20","0","10.80","56","F","true","true","usa","phoenix","2","400275","2","4","1052","9","3205","871.9410","760.5100000000000000","5","50","1","100","0.17500000000000000000","3513.8728254019"
"400582","166","10","123.20","60","0","16.60","32","F","true","false","usa","chicago","2","400582","6","10","3130","7","1751","1595.708","568.2846666666666667","3","83.33333333333334","1","16.666666666666664","0.10000000000000000000","2890.371949982522"
"400899","293","11","196.64","45.45454545454545","0","26.64","46","F","true","false","canada","quebec","2","400899","5","10","2850","6","1757","2134.38","996.8760000000000000","4","100","1","0","","4012.883277783718"
"401245","146","10","109.20","40","0","14.60","28","F","false","false","usa","omaha","2","401245","4","8","1214","8","1622","1273.858","566.6295000000000000","3","75","1","25","0.10000000000000000000","2046.3619193749475"
"402332","163","10","120.90","30","0","16.30","32","F","false","false","usa","sacramento","2","402332","3","6","395.55","11","1686","1001.2250","465.5916666666666667","2","100","2","100","0.12500000000000000000","3694.5469030660483"
"402978","148","9","121.78","55.55555555555556","0","16.44","52","F","true","false","usa","milwaukee","2","402978","5","10","3126","5","2071","1878.1265","1000.8253000000000000","11","100","1","20","0.15000000000000000000","2677.723020651129"
"403881","231","11","155.18","63.63636363636363","0","21.00","44","F","false","false","usa","san diego","2","403881","7","8","6323.55","8","2532","2986.21","706.0300000000000000","6","71.42857142857143","1","14.285714285714285","0.10000000000000000000","4338.983253181265"
"404879","167","11","112.82","54.54545454545454","0","15.18","39","F","true","false","usa","newark","2","404879","6","11","5721.80","7","1231","1371.3165","1150.0144166666666667","3","83.33333333333334","1","33.33333333333333","0.15000000000000000000","3804.592085416096"
"405305","187","12","115.58","41.66666666666667","0","15.58","45","F","true","true","usa","san francisco","2","405305","5","7","2775","10","2316","1716.79","667.3580000000000000","2","80","1","20","0.15000000000000000000","3084.4348868234247"
"406210","110","9","91.11","33.33333333333333","0","12.22","21","F","false","true","usa","anchorage","2","406210","3","5","1326","142","7539","2615.08","838.9366666666666667","7","66.66666666666666","1","0","","15583.154024870148"
"407118","158","10","171.50","60","10","15.80","52","F","true","false","usa","new york","2","407118","4","7","3109","11","1188","841.16","987.5400000000000000","4","100","1","0","","2326.5165584768883"
"407250","340","11","230.27","54.54545454545454","0","30.91","37","F","false","false","usa","laredo","2","407250","6","12","1283","7","2673","2698.9245","590.1157500000000000","3","83.33333333333334","1","16.666666666666664","0.15000000000000000000","3497.5920519761994"
"407275","177","11","119.64","54.54545454545454","0","16.09","42","F","false","false","usa","philadelphia","2","407275","6","12","3384","7","1371","1463.99","790.8100000000000000","5","83.33333333333334","1","0","","2301.2206968548253"
"407434","95","10","70.40","30","0","9.50","53","F","true","true","canada","halifax","2","407434","3","4","3186","9","1869","713.31","190.0433333333333333","5","33.33333333333333","1","0","","2946.7224642639558"
"407642","149","11","100.91","27.27272727272727","0","13.55","30","F","false","false","canada","hamilton","2","407642","3","6","1054","9","876","484.9320","512.9773333333333333","2","100","1","33.33333333333333","0.05000000000000000000","1949.220532433901"
"408551","116","11","79.36","27.27272727272727","0","10.55","44","F","true","true","usa","chicago","2","408551","3","6","2768","5","1523","1075.33","1281.1100000000000000","3","100","1","0","","2688.696531789894"
"409073","204","9","168.00","44.44444444444444","0","22.67","43","F","true","false","usa","sacramento","2","409073","4","8","9998","26","2699","2159.40","3039.3500000000000000","6","100","1","0","","4140.335992231551"
"411179","395","9","959.78","55.55555555555556","11.11111111111111","43.89","52","F","false","false","usa","san jose","2","411179","3","4","4483","48","2789","1162.0140","199.8746666666666667","8","33.33333333333333","2","66.66666666666666","0.17500000000000000000","3060.3203310900835"
"411701","251","11","168.36","45.45454545454545","0","22.82","40","F","false","false","canada","calgary","2","411701","5","6","3948.4","10","2626","1404.70","452.6200000000000000","6","60","1","20","","3040.9760479434613"
